participant_id,level_name,age,gender,degree,subjects,age_groups
66d0a3e233915,level_BP,18.0,Male,High School Diploma,Mathematics and Statistics,"[18, 30]"
66d0a3ef6cf0a,level_BP,52.0,Female,Technical/community college,Social Sciences,"[50, 60]"
66d0a407d5dc6,level_BP,33.0,Male,High School Diploma,Other,"[30, 40]"
66d0a41c44d8c,level_BP,39.0,Male,Undergraduate degree,Other,"[30, 40]"
66d0a41d64cee,level_BP,43.0,Male,Technical/community college,IT and Engineering,"[40, 50]"
66d0a424a24e8,level_BP,25.0,Male,Graduate degree,IT and Engineering,"[18, 30]"
66d0a461ea446,level_BP,44.0,Female,Undergraduate degree,Natural Sciences,"[40, 50]"
66d0a4905ec23,level_BP,47.0,Male,Undergraduate degree,Natural Sciences,"[40, 50]"
66d0a4a7dcb98,level_BP,41.0,Male,Undergraduate degree,Social Sciences,"[40, 50]"
66d0a4bf21f0c,level_BP,45.0,Male,Graduate degree,Other,"[40, 50]"
66d0a4dac378f,level_BP,41.0,Male,Technical/community college,IT and Engineering,"[40, 50]"
66d0a4e525cdc,level_BP,,Male,Technical/community college,Natural Sciences,
66d0a4eb0537c,level_BP,43.0,Male,Undergraduate degree,Other,"[40, 50]"
66d0a4f207a10,level_BP,48.0,Female,High School Diploma,IT and Engineering,"[40, 50]"
66d0a4f88fea0,level_BP,41.0,Female,Undergraduate degree,Mathematics and Statistics,"[40, 50]"
66d0a4fca7aac,level_BP,52.0,Female,Technical/community college,Other,"[50, 60]"
66d0a50421479,level_BP,27.0,Female,Graduate degree,Natural Sciences,"[18, 30]"
66d0a51473fc2,level_BP,19.0,Male,High School Diploma,Other,"[18, 30]"
66d0a51618bf9,level_BP,35.0,Male,High School Diploma,Other,"[30, 40]"
66d0a5217bae7,level_BP,54.0,Female,High School Diploma,Other,"[50, 60]"
66d0a5225db20,level_BP,38.0,Male,High School Diploma,I prefer not to say,"[30, 40]"
66d0a529074cd,level_BP,22.0,Male,Undergraduate degree,IT and Engineering,"[18, 30]"
66d0a542031f3,level_BP,41.0,Female,Technical/community college,Other,"[40, 50]"
66d0a54b8a747,level_BP,43.0,Male,Undergraduate degree,Other,"[40, 50]"
66d0a55a9bc58,level_BP,40.0,Male,High School Diploma,IT and Engineering,"[40, 50]"
66d0a55c8583e,level_BP,37.0,Female,High School Diploma,Other,"[30, 40]"
66d0a55dd583e,level_BP,30.0,Non-binary,High School Diploma,Other,"[30, 40]"
66d0a56baac5e,level_BP,49.0,Male,High School Diploma,IT and Engineering,"[40, 50]"
66d0a5763c6ef,level_BP,35.0,Female,Doctorate degree,IT and Engineering,"[30, 40]"
66d0a5afac809,level_BP,40.0,Female,High School Diploma,I prefer not to say,"[40, 50]"
66d0a5bf69feb,level_BP,31.0,Male,High School Diploma,Social Sciences,"[30, 40]"
66d0a5bf94a72,level_BP,40.0,Male,Undergraduate degree,IT and Engineering,"[40, 50]"
66d0a5cb92412,level_BP,38.0,Female,Undergraduate degree,Social Sciences,"[30, 40]"
66d0a5d4348dd,level_BP,28.0,Female,High School Diploma,Other,"[18, 30]"
66d0a5e98af30,level_BP,37.0,Male,Graduate degree,IT and Engineering,"[30, 40]"
66d0a5fb79549,level_BP,51.0,Female,Graduate degree,Natural Sciences,"[50, 60]"
66d0a608b7a03,level_BP,22.0,Male,Technical/community college,IT and Engineering,"[18, 30]"
66d0a62bb4d63,level_BP,53.0,Female,High School Diploma,Other,"[50, 60]"
66d0a642c39da,level_BP,30.0,Female,Undergraduate degree,Social Sciences,"[30, 40]"
66d0a64432667,level_BP,42.0,Female,High School Diploma,Other,"[40, 50]"
66d0a64e842b4,level_BP,45.0,Female,High School Diploma,Other,"[40, 50]"
66d0a65defd48,level_BP,28.0,Male,Undergraduate degree,Social Sciences,"[18, 30]"
66d0a6627db2e,level_BP,50.0,Female,High School Diploma,Other,"[50, 60]"
66d0a66a42feb,level_BP,,I prefer not to say,I prefer not to say,I prefer not to say,
66d0a698d3ee8,level_BP,64.0,Female,Graduate degree,Other,"[60, 100]"
66d0a6b436b94,level_BP,54.0,Male,Undergraduate degree,Other,"[50, 60]"
66d0a6bbc943b,level_BP,40.0,Male,High School Diploma,I prefer not to say,"[40, 50]"
66d0a6bcd669d,level_BP,29.0,Female,Technical/community college,Natural Sciences,"[18, 30]"
66d0a6c68b1b9,level_BP,40.0,Female,Undergraduate degree,IT and Engineering,"[40, 50]"
66d0a6dc474ac,level_BP,51.0,Female,Undergraduate degree,Social Sciences,"[50, 60]"
66d0a6ddc5f95,level_BP,48.0,Female,Undergraduate degree,Social Sciences,"[40, 50]"
66d0a6e5b9a03,level_BP,36.0,Male,High School Diploma,Other,"[30, 40]"
66d0a6efcd45a,level_BP,50.0,Male,Doctorate degree,Social Sciences,"[50, 60]"
66d0a6fd1daaf,level_BP,35.0,Male,Undergraduate degree,Other,"[30, 40]"
66d0a725576c7,level_BP,24.0,Female,High School Diploma,I prefer not to say,"[18, 30]"
66d0a73c5b118,level_BP,65.0,Female,Undergraduate degree,Social Sciences,"[60, 100]"
66d0a751f1d9f,level_BP,34.0,Female,Undergraduate degree,Social Sciences,"[30, 40]"
66d0a7664c23e,level_BP,52.0,Female,Technical/community college,Mathematics and Statistics,"[50, 60]"
66d0a77c879b1,level_BP,48.0,Male,Undergraduate degree,IT and Engineering,"[40, 50]"
66d0a78556f8e,level_BP,41.0,Male,Technical/community college,IT and Engineering,"[40, 50]"
66d0a78b185c3,level_BP,49.0,Female,Graduate degree,Social Sciences,"[40, 50]"
66d0a793b0333,level_BP,54.0,Female,Technical/community college,Other,"[50, 60]"
66d0a7a28b8bd,level_BP,53.0,Female,Technical/community college,IT and Engineering,"[50, 60]"
66d0a7d0a3dbd,level_BP,66.0,Female,Graduate degree,Social Sciences,"[60, 100]"
66d0a7d940428,level_BP,43.0,Female,Technical/community college,Natural Sciences,"[40, 50]"
66d0a842d940c,level_BP,61.0,I prefer not to say,I prefer not to say,I prefer not to say,"[60, 100]"
66d0a8810bbf5,level_BP,39.0,Male,High School Diploma,IT and Engineering,"[30, 40]"
66d0a8875573b,level_BP,28.0,Male,Doctorate degree,Other,"[18, 30]"
66d0a8913e417,level_BP,29.0,Female,Undergraduate degree,Social Sciences,"[18, 30]"
66d0a8abb8af3,level_BP,36.0,Female,Graduate degree,Social Sciences,"[30, 40]"
66d0a8f4ea277,level_BP,48.0,Female,Technical/community college,Other,"[40, 50]"
66d0a9783bbc1,level_BP,21.0,Female,Undergraduate degree,I prefer not to say,"[18, 30]"
66d0a9b485143,level_BP,38.0,Female,Undergraduate degree,Social Sciences,"[30, 40]"
66d0a9cc8396f,level_BP,35.0,Female,Technical/community college,Social Sciences,"[30, 40]"
66d0aa076bf34,level_BP,55.0,Male,Graduate degree,IT and Engineering,"[50, 60]"
66d0aae9458fc,level_BP,32.0,Male,Graduate degree,Social Sciences,"[30, 40]"
66d0ad6a6cbeb,level_BP,26.0,Male,High School Diploma,Other,"[18, 30]"
66d0b05a1ea55,level_BP,39.0,Female,Undergraduate degree,Other,"[30, 40]"
66d0b38c65497,level_BP,71.0,Male,Undergraduate degree,IT and Engineering,"[60, 100]"
66d701ba49773,level_A,53.0,Female,Undergraduate degree,Natural Sciences,"[50, 60]"
66d702507b14d,level_A,30.0,Female,Doctorate degree,IT and Engineering,"[30, 40]"
